Instance,Income
135423,19197.99023
135424,73745.38281
135425,28036.8457
135426,31017.03711
135427,172338.9844
135428,48550.68359
135429,228268.4688
135430,43362.59375
135431,33227.89453
135432,63698.91797
135433,22624.75586
135434,1592.683228
135435,113096.3125
135436,16715.05664
135437,44116.21875
135438,70167.3125
135439,30712.74219
135440,96044.48438
135441,77404.27344
135442,54705.75781
135443,85946.51563
135444,30110.15039
135445,66048.25781
135446,135229.7344
135447,46390.34375
135448,208589.2969
135449,83603.74219
135450,68135.26563
135451,146851.0469
135452,24034.85938
135453,-7167.287109
135454,78735.49219
135455,20046.87305
135456,150518.8125
135457,29421.39648
135458,10318.1123
135459,23172.84961
135460,428057.625
135461,31043.52344
135462,88669.82813
135463,163608.5156
135464,42024.54688
135465,536548.5
135466,31817.60938
135467,103253.7109
135468,53955.98438
135469,27980.98047
135470,85913.74219
135471,37629.21484
135472,24260.79297
135473,39571.19141
135474,151575.2188
135475,37425.09375
135476,70412.44531
135477,36842.75
135478,43390.28516
135479,21792.33398
135480,83490.78906
135481,99281.49219
135482,82120.41406
135483,207178.4219
135484,36523.95313
135485,343001.0313
135486,153427.0781
135487,89338.42969
135488,21058.54883
135489,312502.875
135490,18594.09766
135491,37784.92188
135492,76171.86719
135493,96372.09375
135494,351811.3438
135495,56406.78516
135496,51362.4375
135497,28883.39258
135498,264256.5
135499,77624.16406
135500,4835.881836
135501,38629.44141
135502,269850.0625
135503,48061.51563
135504,40788.97266
135505,536535.6875
135506,219191.875
135507,15305.45996
135508,60490.30078
135509,39496.63672
135510,117222.3984
135511,65033.96094
135512,109166.2031
135513,463791.125
135514,247650.7969
135515,62864.15625
135516,28175.60156
135517,351667.1563
135518,98629.89063
135519,20083.65234
135520,57628.66016
135521,112607.3281
135522,233737.0469
135523,165936.0781
135524,38771.50391
135525,11749.0752
135526,61968.09375
135527,2185.487305
135528,29240.24805
135529,84693.15625
135530,28949.75781
135531,25203.57617
135532,85544.5625
135533,36606.96094
135534,33626.03516
135535,73035.95313
135536,197437.5625
135537,62452.00391
135538,74522.78125
135539,132961.4063
135540,339580.4375
135541,105160.4141
135542,39731.16016
135543,130917.2031
135544,225298.7031
135545,72973.28906
135546,503996.5313
135547,133063.2188
135548,40097.25
135549,54142.50781
135550,136464.5625
135551,73610.45313
135552,115005.3281
135553,164458.9688
135554,661075.3125
135555,59347.13672
135556,144128.4844
135557,190063.4531
135558,12534.45898
135559,57764.01563
135560,90622.30469
135561,59359.89844
135562,259818.1875
135563,15283.96973
135564,18092.9668
135565,60927.52344
135566,100429.1719
135567,213346.375
135568,73903.75781
135569,69258.92969
135570,123525.5391
135571,6179.608887
135572,38004.73047
135573,369597.5
135574,59395.37891
135575,86095.82031
135576,184126.2344
135577,97497.71875
135578,78102.5
135579,34279.40234
135580,398779.8125
135581,78473.35938
135582,281755.9063
135583,281128.9375
135584,22630.44727
135585,36936.21094
135586,73705.92969
135587,92769.85156
135588,36820.38672
135589,32322.34961
135590,94143.26563
135591,39725.55469
135592,2535.819336
135593,17864.88672
135594,252664.3906
135595,90349.64063
135596,176748.375
135597,353819.6563
135598,164068.0781
135599,44621.90625
135600,106241.9766
135601,247386.9375
135602,95245.07813
135603,31182.24023
135604,283741.375
135605,3153.483154
135606,76548.39063
135607,117712.6406
135608,85647.08594
135609,41139.625
135610,157868.8906
135611,348937.1563
135612,16289.88574
135613,225215.7656
135614,93471.5625
135615,18208.87305
135616,4581.09375
135617,106768.1953
135618,26308.81445
135619,29181.12891
135620,291538.6875
135621,29478.97852
135622,55803.33984
135623,13802.03516
135624,296704.9375
135625,328101.4375
135626,153670.2969
135627,52782.77344
135628,316952.5
135629,37731.72266
135630,126454.375
135631,67924.5625
135632,169918.7969
135633,36749.08203
135634,78445.8125
135635,79289.21875
135636,150647.0313
135637,78489.44531
135638,117795.0781
135639,25676.77344
135640,33201.33594
135641,88830.34375
135642,209886.9688
135643,51999.13281
135644,108660.3125
135645,126721.2578
135646,140323.3125
135647,404824.875
135648,22708.98828
135649,21083.1582
135650,68474.25781
135651,31177.81836
135652,71003.77344
135653,88704.84375
135654,68196.85156
135655,91484.64063
135656,6328.312988
135657,-8521.469727
135658,116010.7969
135659,53346.47656
135660,86208.17188
135661,120526.875
135662,109886.9063
135663,41314.04688
135664,223861.6094
135665,27878.82813
135666,36406.94141
135667,37514.50781
135668,66199.13281
135669,118816.4297
135670,148185.0938
135671,-2092.251221
135672,54235.20703
135673,19567.67578
135674,272575.125
135675,215945.5938
135676,224452.125
135677,36507.36328
135678,71526.42188
135679,67464.45313
135680,85680.23438
135681,45574.08984
135682,54534.89063
135683,57034.15234
135684,222611.9688
135685,31716.76563
135686,54084.51563
135687,24598.60352
135688,362980.8438
135689,254313.7813
135690,21627.44922
135691,59314.36719
135692,6554.428223
135693,166863.8125
135694,125011.875
135695,14374.42188
135696,22961.38672
135697,15957.6084
135698,59135.08203
135699,121989.5078
135700,92552.16406
135701,688871.125
135702,-216.0062256
135703,47324.48047
135704,28898.31445
135705,259095.3594
135706,130089.2188
135707,218016.3594
135708,45348.25781
135709,40146.47266
135710,40764.37891
135711,69362.25
135712,24928.76367
135713,21230.05469
135714,56033.23047
135715,168712.5
135716,40766.95703
135717,129425.2578
135718,122903.2031
135719,302234.3125
135720,115162.8125
135721,308261.9375
135722,170266.8438
135723,56535.58203
135724,29669.93945
135725,15887.74805
135726,145773.0938
135727,342903.2813
135728,22320.22461
135729,101006.125
135730,21118.72852
135731,162735.9219
135732,57916.94922
135733,148319.875
135734,39333.15625
135735,44902.71094
135736,78498.75781
135737,30319.83008
135738,36045.48047
135739,447558.3438
135740,132248.375
135741,664985.25
135742,75161.14844
135743,63521.89453
135744,14596.19043
135745,93959.64063
135746,30106.84961
135747,4007.389893
135748,76900.0625
135749,344124.375
135750,90424.01563
135751,48643.28125
135752,40567.44922
135753,-8461.988281
135754,16761.28711
135755,64790.22656
135756,72752.71094
135757,188475.375
135758,128792.875
135759,120439.3125
135760,221644.9219
135761,33181.17969
135762,22448.12891
135763,184135.1875
135764,146414.6563
135765,32823.41016
135766,224293.3906
135767,303223.6563
135768,52116.60938
135769,19197.94141
135770,77469.6875
135771,58985.09375
135772,87066.46875
135773,36464.23828
135774,325683.0625
135775,7458.038574
135776,47469.85938
135777,116957.6719
135778,102350.6406
135779,163204.6406
135780,52894.45703
135781,18298.46094
135782,75570.17188
135783,75349.35156
135784,35346.94531
135785,86563.25781
135786,25090.14453
135787,57355.73438
135788,28401.64648
135789,20677.37891
135790,198816.625
135791,159898.5469
135792,78653.35938
135793,84465.70313
135794,489506.6875
135795,217843.8594
135796,38690.62109
135797,157061.4844
135798,101473.5781
135799,68186.5625
135800,28069.48633
135801,56188.625
135802,41831.47266
135803,218888.0313
135804,153823.8594
135805,10112.04102
135806,67161.60938
135807,309209.8125
135808,95793.52344
135809,217573.2031
135810,15671.89355
135811,132405.0625
135812,470437.3125
135813,18698.68164
135814,40678.24219
135815,52998.64844
135816,130794.4766
135817,258916.2344
135818,93497.875
135819,47292.01953
135820,41634.40625
135821,46659.83984
135822,123999.7813
135823,125533.6563
135824,60530.85156
135825,39257.33203
135826,206257.1719
135827,41175.21094
135828,21520.10156
135829,403010.3438
135830,54536.48047
135831,-5337.285156
135832,41417.82422
135833,232931
135834,12404.9043
135835,66545.66406
135836,29756.36719
135837,53243.99609
135838,61576.72266
135839,128806.2344
135840,323453.3438
135841,77045.95313
135842,1624.314575
135843,377302.9063
135844,54746.63281
135845,29724.4707
135846,-3763.519531
135847,7963.303711
135848,62725.57031
135849,242639.0313
135850,89441.16406
135851,41812.68359
135852,145594.5
135853,24282.25977
135854,152383.125
135855,525.7415161
135856,134248.5781
135857,79239.54688
135858,20013.83398
135859,25644.74219
135860,99469.32813
135861,319189.7813
135862,198780.8438
135863,284299.2813
135864,93556.78125
135865,15552.72754
135866,230299.9531
135867,63871.8125
135868,175559.6563
135869,125804.5
135870,157470.9688
135871,146950.7656
135872,26778.23047
135873,46822.42969
135874,178587.75
135875,115724.9453
135876,45875.57031
135877,22539.49609
135878,147560.9375
135879,110988.4453
135880,17410.16602
135881,171656.4219
135882,96085.67969
135883,71568.07031
135884,3833.749268
135885,37057.64844
135886,36726.21484
135887,242048.9688
135888,50570.91016
135889,95434.42969
135890,31728.85742
135891,51116.46094
135892,37605.55469
135893,18584.00391
135894,23742.87305
135895,-4942.223145
135896,71502.26563
135897,11430.78125
135898,22700.21094
135899,261389.4375
135900,123730.8594
135901,13316.70508
135902,45796.83594
135903,729034
135904,53513.44922
135905,84556.21094
135906,120959.6875
135907,214519.75
135908,31291.5293
135909,108506.8281
135910,81336.59375
135911,162189.5
135912,182857.9688
135913,39574.07813
135914,71188.60938
135915,63023.16016
135916,73432.38281
135917,46699.77734
135918,134903.7344
135919,50132.34375
135920,229785.8125
135921,218902.8281
135922,32690.87305
135923,273189.7813
135924,55415.34766
135925,76383.75
135926,16188.91602
135927,84661.07031
135928,44119.27344
135929,42252
135930,98952.50781
135931,45837.83984
135932,76342.26563
135933,74555.23438
135934,85811.01563
135935,38717.49609
135936,88974.25781
135937,642721.25
135938,120154.7031
135939,66180.8125
135940,162563.4688
135941,125793.3438
135942,29451.10156
135943,13904.30176
135944,63413.53906
135945,18534.18359
135946,39910.61328
135947,98259.49219
135948,210119.75
135949,119189.7422
135950,8782.955078
135951,75657.46875
135952,94510.98438
135953,116439.6328
135954,152455.5469
135955,20479.35742
135956,39314.35547
135957,136563.9063
135958,43992.75391
135959,338297.4688
135960,71200.07813
135961,31579.13477
135962,52817.09766
135963,36506.58984
135964,22383.17578
135965,34094.99219
135966,123508.8281
135967,62277.44141
135968,13407.22266
135969,122299.3125
135970,47248.07813
135971,69956.51563
135972,68290.76563
135973,152040.2031
135974,34189.01563
135975,22900.47266
135976,62988.69531
135977,18311.80078
135978,55443.41016
135979,227655.4844
135980,115666.3984
135981,86372.61719
135982,114906.6094
135983,49257.04297
135984,10118.0127
135985,42458.32422
135986,8706.662109
135987,50809.42188
135988,104346.4531
135989,63282.64063
135990,240481.5781
135991,59152.74219
135992,61455.64453
135993,81247.875
135994,172623.5625
135995,-1498.491821
135996,182564.6563
135997,42923.11328
135998,18842.74414
135999,906477.375
136000,358935.75
136001,36238.11719
136002,307781.0313
136003,117173.1563
136004,184426.4219
136005,47661.07422
136006,277160.3438
136007,148979.8594
136008,60782.35547
136009,64195.56641
136010,346017.1563
136011,23097.08203
136012,87713.17969
136013,44838.54688
136014,33467.53906
136015,44241.74219
136016,43488.89844
136017,161443.3281
136018,72897.30469
136019,52809.40625
136020,12576.22559
136021,146994.6406
136022,47883.57031
136023,87278.52344
136024,106129
136025,74946.70313
136026,456385
136027,55067.61328
136028,6498.694824
136029,50381.53516
136030,115214.25
136031,50634.48828
136032,276177.8438
136033,420204.2813
136034,32894.01953
136035,213882.5781
136036,153629.1094
136037,39042.36328
136038,89607.10938
136039,11666.21582
136040,22941.14648
136041,63518.16406
136042,317337.9688
136043,122887.4766
136044,46229.61719
136045,28263.44336
136046,45724.08984
136047,14823.39844
136048,446375.9688
136049,25909.92188
136050,20578.80859
136051,50291.20313
136052,130532.5781
136053,130077.4844
136054,11061.22461
136055,42286.09766
136056,64547.11719
136057,648459.25
136058,85263.75781
136059,15691.20117
136060,53354.28125
136061,24208.28906
136062,13881.90723
136063,142953.2344
136064,104242.1719
136065,63954.03516
136066,123812.9531
136067,313448.2813
136068,53388.84375
136069,251043.75
136070,196743.0938
136071,564575.4375
136072,34632.47266
136073,87783.97656
136074,53949.79688
136075,118924.8516
136076,63224.60156
136077,119926.1016
136078,104645.0234
136079,23732.14648
136080,60805.13281
136081,427637.7188
136082,120320.4609
136083,45571.60156
136084,69256.77344
136085,63390.01172
136086,38457.39063
136087,269054.75
136088,18259.67969
136089,95920.07813
136090,181700.0313
136091,72496.54688
136092,116996.25
136093,147792.4844
136094,122315.6641
136095,15194.5166
136096,157392.4531
136097,60275.08984
136098,33370.50781
136099,142065.3906
136100,37081.96875
136101,47913.94531
136102,353261.5625
136103,95998.52344
136104,44541.99609
136105,105190.4063
136106,85403.13281
136107,106190.4609
136108,181921.4688
136109,75635.25781
136110,67824.71875
136111,29091.66016
136112,182557.5625
136113,119808.4297
136114,60359.67188
136115,105781.8984
136116,75684.49219
136117,117409.9297
136118,346667.125
136119,25556.60547
136120,21983.86523
136121,18227.25977
136122,42136.30469
136123,38403.4375
136124,15706.94434
136125,22430.29688
136126,46709.23047
136127,597794.3125
136128,326142.0938
136129,125357.0547
136130,725170.5625
136131,46756.92188
136132,101519.3906
136133,211475.4531
136134,815923.5625
136135,331678.9375
136136,41368.89063
136137,31111.71875
136138,47409.80469
136139,164976.7344
136140,17917.49023
136141,38871.32813
136142,60548.22266
136143,95325.24219
136144,33392.11719
136145,83051.6875
136146,9686.49707
136147,44137.71875
136148,114877.7266
136149,27917.27734
136150,371669.4375
136151,58902.44922
136152,53287.625
136153,49689.66406
136154,146410.4688
136155,148420.6875
136156,72824.85156
136157,39518.96094
136158,51884.20703
136159,35576.76953
136160,80950.92969
136161,27935.06055
136162,522960.9375
136163,68793.11719
136164,147508.5938
136165,275499.6875
136166,150251.4063
136167,43929.38672
136168,54527.64453
136169,26509.50781
136170,29823.21875
136171,83148.67188
136172,24570.56445
136173,59929.16016
136174,145083.1563
136175,55041.9375
136176,102748.6719
136177,27463.30273
136178,109158.1406
136179,235006.2969
136180,110316.4375
136181,75446.72656
136182,38058.84766
136183,64326.53516
136184,78766.625
136185,63226.59375
136186,104035.6797
136187,86368.74219
136188,43943.23438
136189,78841.58594
136190,242223.2813
136191,46921.20313
136192,74744.74219
136193,133281.4688
136194,289683.6875
136195,376311.7813
136196,189947.9219
136197,167959.9844
136198,30712.03711
136199,18393.62109
136200,28231.97266
136201,215440.2813
136202,77576.6875
136203,16693.34961
136204,410260.8438
136205,8466.104492
136206,20265.91992
136207,28600.78906
136208,37405.88672
136209,204298.5625
136210,25512.82031
136211,64716.55469
136212,37705.54297
136213,38560.9375
136214,200859.2188
136215,51101.70313
136216,29107.15039
136217,20910.75781
136218,38787.26172
136219,278703.8125
136220,29877.30859
136221,17572.91992
136222,299086.0313
136223,-16288.12891
136224,202878.0469
136225,25328.92969
136226,26358.37109
136227,212351.6563
136228,60674.19922
136229,58340.69922
136230,302928.2813
136231,44205.14453
136232,143453.4844
136233,200928.8438
136234,22195.33984
136235,339005.0313
136236,39349.01172
136237,112666.6406
136238,37783.58203
136239,66944.14063
136240,203456.5313
136241,38163.83203
136242,104523.7656
136243,17413.31836
136244,102715.1719
136245,25640.10742
136246,43540.90625
136247,99913.86719
136248,-245.9230957
136249,119727.9063
136250,418540.0313
136251,285180.5
136252,44281.91016
136253,110906.1953
136254,100847.1875
136255,138857.6563
136256,231486.4531
136257,91617.07031
136258,244443.7813
136259,165343.1563
136260,27796.8418
136261,63703.28125
136262,214346.9844
136263,84358.73438
136264,182137.2188
136265,44301.53906
136266,57662.57422
136267,53561.65625
136268,15866.3252
136269,55757.41797
136270,17384.28906
136271,245973.4531
136272,69456.10156
136273,39203.38672
136274,3072.91626
136275,3188.136963
136276,142654.6563
136277,20257.32617
136278,126841.1875
136279,27380.98047
136280,262051.4063
136281,60113.07031
136282,48968.80859
136283,21455.43555
136284,197195.8281
136285,158888.7031
136286,398769.9375
136287,85323.04688
136288,111753.9219
136289,39784.35156
136290,74039.94531
136291,22173.4375
136292,89498.35938
136293,80055.60156
136294,142773.7813
136295,151721.9531
136296,101900.5313
136297,192522.0313
136298,22940.41797
136299,280242.75
136300,337463.9063
136301,82419.89063
136302,442067.875
136303,50543.73438
136304,25179.01563
136305,36186.38281
136306,129580.3984
136307,21102.78516
136308,62608.07813
136309,76826.71875
136310,35436.38281
136311,49564.65625
136312,31204.39648
136313,46648.92578
136314,70581.21875
136315,75106.26563
136316,38880.64844
136317,-9378.942383
136318,279836
136319,14663.32715
136320,182416.1094
136321,50174.43359
136322,147276
136323,15872.92188
136324,243230.2813
136325,59921.14453
136326,161661.2969
136327,38863.51563
136328,61691.19141
136329,9171.545898
136330,150754.75
136331,50846.03125
136332,124854.2656
136333,106690.5938
136334,45423.83203
136335,56333.10156
136336,54070.10938
136337,136830.9531
136338,118645.4844
136339,507161.4063
136340,97736.33594
136341,7889.578613
136342,91846.82031
136343,47531.89844
136344,29018.30078
136345,153329.2813
136346,25691.13086
136347,258086.6563
136348,8009.897949
136349,40760.32031
136350,39739.6875
136351,145670.3594
136352,-6458.346191
136353,298327.2813
136354,347461.9063
136355,249616.5156
136356,66738.46875
136357,66777.52344
136358,123612.7344
136359,12525.92871
136360,773425.75
136361,23556.52734
136362,27227.50781
136363,159382.2656
136364,417535.5625
136365,352045.0625
136366,145794.0625
136367,62595.43359
136368,17625.43945
136369,49326.03906
136370,29875.93164
136371,31765.72266
136372,87997.54688
136373,49329.39844
136374,182366.8125
136375,121865.4531
136376,358320.3125
136377,143103.2813
136378,134266.75
136379,25362.28906
136380,157686.3594
136381,266461.6875
136382,38196.35938
136383,45037.82031
136384,114587.3281
136385,117765.1172
136386,40151.25391
136387,120996.3203
136388,293139.75
136389,104889.4375
136390,46854.15625
136391,59579.78906
136392,148746.1719
136393,-4882.668945
136394,97014.89844
136395,121959.125
136396,31471.37695
136397,77248.08594
136398,133953.0625
136399,50695.8125
136400,110295.8125
136401,110231.0547
136402,98044.59375
136403,61417.07813
136404,142881.8281
136405,93515.71094
136406,27790.69336
136407,57230.92578
136408,66944.89844
136409,50803.85156
136410,9809.552734
136411,116911.9531
136412,51839.06641
136413,51997.80859
136414,327720.7813
136415,78785.94531
136416,10100.44531
136417,49311.69531
136418,44348.45703
136419,60474.24609
136420,117725.9766
136421,339364.375
136422,504358.7188
136423,165218.8281
136424,108630.1328
136425,33847.70313
136426,319470.4063
136427,45864.5625
136428,54739.33984
136429,35049.16016
136430,37383.34766
136431,207694.1719
136432,127124.0391
136433,154979.9219
136434,70209.0625
136435,182997.8906
136436,131910.5781
136437,84105.40625
136438,148395.9531
136439,187936.7188
136440,81278.17969
136441,80271.5625
136442,18291.08984
136443,167394.1563
136444,358393.0313
136445,55941.98047
136446,99202.30469
136447,103177.2969
136448,254101.5781
136449,56728.12891
136450,66292.75
136451,136453.5156
136452,148627.75
136453,43389.08984
136454,18231.23438
136455,33709.9375
136456,93163.11719
136457,90408.47656
136458,44958.71094
136459,287743.125
136460,61246.45703
136461,127870.4141
136462,58080.40234
136463,57460.58984
136464,67127.78906
136465,169185.7656
136466,21058.06836
136467,77695.90625
136468,84770.52344
136469,66939.53906
136470,30743.45117
136471,123752.5313
136472,32478.91211
136473,41327.67188
136474,10435.08789
136475,182767.0313
136476,60289.39844
136477,5970.989746
136478,10906.18555
136479,136872.8594
136480,215672.8125
136481,49949.20703
136482,27800.48242
136483,21566.19336
136484,103056.1484
136485,69521.60156
136486,36012.89844
136487,50513.75391
136488,86009.63281
136489,128089.5859
136490,136202.9063
136491,144309.3281
136492,60955.19141
136493,137021.1563
136494,102666.6094
136495,153677.125
136496,24301.12109
136497,23458.91211
136498,152393.5156
136499,33796.27734
136500,45584.21094
136501,8785.538086
136502,244934.9219
136503,105702.8281
136504,172601.0625
136505,89380.89063
136506,80727.39063
136507,69227.27344
136508,133950.9531
136509,30518.32422
136510,42093.71484
136511,540383.5625
136512,96296.14844
136513,111004.5781
136514,117732.8516
136515,68607.67188
136516,256234.9844
136517,38821.8125
136518,6374.643555
136519,132752.1406
136520,154516.7969
136521,333269.5938
136522,8091.750977
136523,146381.25
136524,728425.5625
136525,19788.54492
136526,369883.4688
136527,301159.5
136528,202171.5313
136529,34334.31641
136530,85093.89063
136531,191957.0625
136532,45191.94531
136533,174137.8438
136534,76004.09375
136535,28219.89063
136536,85897.22656
136537,150260.2031
136538,70419.03906
136539,13077.06152
136540,150082.125
136541,17854.79102
136542,45335.03906
136543,556251.625
136544,516269.0313
136545,67293.44531
136546,322032.625
136547,225410.625
136548,21832.67188
136549,33443.58984
136550,80210.24219
136551,256986.2188
136552,67793.95313
136553,24914.3457
136554,35108.21484
136555,66423.16406
136556,2652.433105
136557,66801.86719
136558,252628.25
136559,432241.4063
136560,200378.9844
136561,47628.29688
136562,37223.25391
136563,53221.02344
136564,34831.10547
136565,114896.2578
136566,66274.75781
136567,29609.23242
136568,252121.6094
136569,12142.7666
136570,27682.04492
136571,75044.48438
136572,272881.9063
136573,26323.01953
136574,29235.51367
136575,339959.75
136576,21805.45117
136577,316126.5
136578,76994.40625
136579,59938.20313
136580,16689.78125
136581,83971.14063
136582,35154.23828
136583,727.8016357
136584,434484.75
136585,28458.38281
136586,357283.0938
136587,25444.76953
136588,28991.8457
136589,1452.922729
136590,105270.7266
136591,19081.08008
136592,77050.5625
136593,40014.16406
136594,92369.96094
136595,310216.0625
136596,58614.39844
136597,35198.32031
136598,-7969.083496
136599,77609.21094
136600,99480.97656
136601,223487.0156
136602,155473.8281
136603,567514.625
136604,75063.03906
136605,81166.71094
136606,102728.6406
136607,76152.55469
136608,70425.96875
136609,93364.15625
136610,90262.3125
136611,103087.2344
136612,143445.8125
136613,29122.12695
136614,43665.76563
136615,30591.21289
136616,144789.375
136617,44283.42188
136618,39425.58984
136619,105660.7188
136620,241125.4219
136621,330878.7813
136622,-5016.518066
136623,13943.98535
136624,56650.01563
136625,140153.7188
136626,280437.3438
136627,99908.55469
136628,42539.45703
136629,61090.875
136630,315888.2188
136631,35903.71094
136632,16350.05664
136633,163919.7344
136634,28803.18555
136635,45527.53906
136636,150184.4688
136637,125015.5469
136638,275551.5313
136639,13851.77246
136640,176226.2344
136641,64586.88281
136642,101532.2109
136643,9134.524414
136644,24711.03516
136645,78018.60938
136646,126157.5391
136647,106221.4141
136648,25809.58594
136649,31961.48438
136650,372338.9688
136651,9276.935547
136652,103052.3047
136653,30055.42969
136654,43308.6875
136655,41245.54297
136656,77063.39844
136657,226159.7813
136658,38437.82031
136659,105390.75
136660,153439.875
136661,93847.5
136662,80356.30469
136663,572509.5
136664,17776.875
136665,12246.05957
136666,271301.5313
136667,69775.96875
136668,157004.5625
136669,112573.5391
136670,60013.37109
136671,134081.625
136672,123815.2422
136673,-16550.55859
136674,188091.5156
136675,27883.85352
136676,81914.83594
136677,14998.45508
136678,103981.1094
136679,41003.63672
136680,588.9946899
136681,36766.98047
136682,81293.61719
136683,21832.32031
136684,117556.0625
136685,173636.75
136686,66021.8125
136687,293356.75
136688,57835.37891
136689,64514.44141
136690,79740.60156
136691,30300.00977
136692,170566.7813
136693,675237
136694,59005.07813
136695,139863.4219
136696,17555.92188
136697,205814.75
136698,54858.44922
136699,119045.5
136700,202518.2813
136701,350483.0313
136702,150993.2344
136703,199899.8594
136704,123364.0391
136705,31395.45313
136706,24667.80859
136707,433241.7188
136708,184286.4219
136709,152365.1719
136710,76379.45313
136711,22266.50195
136712,263014.3125
136713,166162.9531
136714,53870.15625
136715,14199.73535
136716,238952.4063
136717,128647.7031
136718,33220.86328
136719,28129.11914
136720,15579.19922
136721,102716.0938
136722,29506.91602
136723,6489.489258
136724,361844.1563
136725,71387.59375
136726,115858.75
136727,38182.21875
136728,23619.58594
136729,28370.28711
136730,10288.95898
136731,31960.05469
136732,39114.97266
136733,34641.06641
136734,105958.9297
136735,-11897.90332
136736,71829.27344
136737,81870.10156
136738,171030.2813
136739,147488.0625
136740,18402.83398
136741,70548.90625
136742,29193.03906
136743,73373.17969
136744,370740.3125
136745,8614.801758
136746,52522.72656
136747,75130.02344
136748,47029.23828
136749,5960.871094
136750,33025.74609
136751,61238.64453
136752,390786.7188
136753,248533.3125
136754,175947.9531
136755,33491.57031
136756,50198.78906
136757,21471.61133
136758,175332.3438
136759,42529.5625
136760,90713.35938
136761,-647.7588501
136762,114235.375
136763,244711.4531
136764,158241.6563
136765,-7022.349609
136766,73948.17969
136767,275891.0313
136768,46585.36328
136769,44293.64844
136770,28613.45117
136771,103213.9453
136772,97914.94531
136773,83195.86719
136774,301620.4063
136775,63277.09766
136776,71986.07031
136777,106395.0625
136778,382524.375
136779,11654.00586
136780,20910.7207
136781,81838.61719
136782,95739.02344
136783,96040.63281
136784,19873.30078
136785,201387.5313
136786,49449.46094
136787,71379.89844
136788,27540.23242
136789,45441.07031
136790,24333.17969
136791,8494.935547
136792,159276.9844
136793,113549.25
136794,41417.73047
136795,30500.6582
136796,258866.1719
136797,201788.7031
136798,33895.32422
136799,54652.59375
136800,95953.875
136801,58203.9375
136802,152333.2344
136803,214434.3281
136804,113354.5547
136805,72974.96875
136806,147146.9063
136807,11476.44727
136808,62988.40234
136809,88250.86719
136810,40778.77344
136811,31148.86719
136812,64899.30078
136813,169493.2969
136814,67015.17969
136815,33908.83203
136816,77208.21094
136817,221892.8438
136818,137469.25
136819,90332.41406
136820,26514.51563
136821,35999.82422
136822,28120.16797
136823,169169.5
136824,166029.4375
136825,80151.8125
136826,106585.375
136827,39601.17969
136828,104218.2422
136829,57205.0625
136830,50385.80469
136831,45821.75781
136832,17268.30664
136833,104994.0156
136834,92971.03125
136835,60593.07031
136836,231747.4531
136837,29645.27148
136838,81799.79688
136839,309311.4688
136840,72992.9375
136841,306635.4375
136842,16041.02832
136843,806088.8125
136844,211639.6094
136845,61880.83984
136846,39295.13281
136847,143601.375
136848,24266.3457
136849,121555.8672
136850,149298.9219
136851,84866.17969
136852,20432.7168
136853,64701.25
136854,89870.875
136855,57870.96875
136856,42161.96484
136857,68654.44531
136858,73881.16406
136859,107448.0547
136860,50222.03125
136861,28426.03906
136862,40591.02344
136863,443890.1563
136864,102061.7734
136865,31687.03516
136866,363500.8125
136867,85527.17188
136868,69890.03125
136869,185733.1094
136870,198694.625
136871,234553.3906
136872,100184.9063
136873,173064.8125
136874,55228.52344
136875,167910.875
136876,130065.5938
136877,68967.78906
136878,158429.5625
136879,213651.2656
136880,12680.4248
136881,39550.89453
136882,22785.1875
136883,74019.74219
136884,99242.78906
136885,48300.13281
136886,40513.19141
136887,38277.63672
136888,45935.00781
136889,71630.39063
136890,104592.9766
136891,18362.05469
136892,55105.32813
136893,64726.92578
136894,24746.25
136895,27790.64844
136896,13747.4375
136897,81282.6875
136898,25882.82617
136899,32555.74609
136900,369576.3125
136901,34275.30859
136902,204094.6094
136903,146846.0313
136904,45893.45703
136905,121495.5859
136906,137087.2813
136907,295603.9688
136908,49866.27734
136909,31298.9707
136910,118750.2734
136911,264314.3438
136912,29421.70898
136913,146843.9531
136914,51588.25781
136915,13406.58789
136916,26069.44922
136917,29580.76172
136918,209883.2969
136919,23351.85352
136920,229733.7813
136921,786729.3125
136922,110208.5938
136923,138076.75
136924,47118.66406
136925,10392.92676
136926,250676.1406
136927,37581.71484
136928,113790.7422
136929,40573.82031
136930,115758.9453
136931,4017.845703
136932,62867.50391
136933,22192.04102
136934,326069.6875
136935,14325.50684
136936,42789.04297
136937,302981.25
136938,325450.125
136939,28934.63281
136940,63634.21484
136941,55109.82813
136942,149667.1094
136943,47091.05859
136944,52165.35938
136945,259071.3906
136946,284438.7813
136947,385419.375
136948,131252.2344
136949,388630.1563
136950,229242.8281
136951,17808.36133
136952,286259.9375
136953,86375.14063
136954,160940.25
136955,37743.55859
136956,38626.10938
136957,35528.01953
136958,24266.16211
136959,85874.27344
136960,70258.75
136961,58226.98047
136962,65352.41406
136963,99084.66406
136964,284230.3438
136965,61451.19922
136966,36819.0625
136967,11384.20801
136968,41124.31641
136969,62550.28125
136970,35483.85938
136971,248861.9063
136972,107310.9219
136973,150223.7813
136974,110290.1484
136975,273901.7188
136976,86859.82813
136977,54061
136978,113287.1875
136979,21838.03125
136980,29036.08398
136981,170044.0938
136982,72016.07031
136983,79557.79688
136984,129653.1094
136985,6729.509766
136986,141160.6563
136987,113617.5625
136988,36593.5625
136989,13732.43066
